,Sentence,Ocuppation Race,Other Participant Race,Gender
18734,The White student set up a meeting with the Hispanic architect to explore their career options.,Hispanic,White,neutral
18735,Someone set up a meeting with the Hispanic architect to explore his career options.,Hispanic,White,male
18736,Someone set up a meeting with the Hispanic architect to explore her career options.,Hispanic,White,female
18737,Someone set up a meeting with the Hispanic architect to explore their career options.,Hispanic,White,neutral
18738,The Asian student set up a meeting with the Hispanic architect to explore his career options.,Hispanic,Asian,male
18739,The Asian student set up a meeting with the Hispanic architect to explore her career options.,Hispanic,Asian,female
18740,The Asian student set up a meeting with the Hispanic architect to explore their career options.,Hispanic,Asian,neutral
18741,Someone set up a meeting with the Hispanic architect to explore his career options.,Hispanic,Asian,male
18742,Someone set up a meeting with the Hispanic architect to explore her career options.,Hispanic,Asian,female
18743,Someone set up a meeting with the Hispanic architect to explore their career options.,Hispanic,Asian,neutral
18744,The Hispanic student set up a meeting with the Hispanic architect to explore his career options.,Hispanic,Hispanic,male
18745,The Hispanic student set up a meeting with the Hispanic architect to explore her career options.,Hispanic,Hispanic,female
18746,The Hispanic student set up a meeting with the Hispanic architect to explore their career options.,Hispanic,Hispanic,neutral
18747,Someone set up a meeting with the Hispanic architect to explore his career options.,Hispanic,Hispanic,male
18748,Someone set up a meeting with the Hispanic architect to explore her career options.,Hispanic,Hispanic,female
18749,Someone set up a meeting with the Hispanic architect to explore their career options.,Hispanic,Hispanic,neutral
18750,The Indigenous student set up a meeting with the Hispanic architect to explore his career options.,Hispanic,Indigenous,male
18751,The Indigenous student set up a meeting with the Hispanic architect to explore her career options.,Hispanic,Indigenous,female
18752,The Indigenous student set up a meeting with the Hispanic architect to explore their career options.,Hispanic,Indigenous,neutral
18753,Someone set up a meeting with the Hispanic architect to explore his career options.,Hispanic,Indigenous,male
18754,Someone set up a meeting with the Hispanic architect to explore her career options.,Hispanic,Indigenous,female
18755,Someone set up a meeting with the Hispanic architect to explore their career options.,Hispanic,Indigenous,neutral
18756,The  student set up a meeting with the Indigenous architect to explore his career options.,Indigenous,,male
18757,The  student set up a meeting with the Indigenous architect to explore her career options.,Indigenous,,female
18758,The  student set up a meeting with the Indigenous architect to explore their career options.,Indigenous,,neutral
18759,Someone set up a meeting with the Indigenous architect to explore his career options.,Indigenous,,male
18760,Someone set up a meeting with the Indigenous architect to explore her career options.,Indigenous,,female
18761,Someone set up a meeting with the Indigenous architect to explore their career options.,Indigenous,,neutral
18762,The Black student set up a meeting with the Indigenous architect to explore his career options.,Indigenous,Black,male
18763,The Black student set up a meeting with the Indigenous architect to explore her career options.,Indigenous,Black,female
18764,The Black student set up a meeting with the Indigenous architect to explore their career options.,Indigenous,Black,neutral
18765,Someone set up a meeting with the Indigenous architect to explore his career options.,Indigenous,Black,male
18766,Someone set up a meeting with the Indigenous architect to explore her career options.,Indigenous,Black,female
18767,Someone set up a meeting with the Indigenous architect to explore their career options.,Indigenous,Black,neutral
18768,The White student set up a meeting with the Indigenous architect to explore his career options.,Indigenous,White,male
18769,The White student set up a meeting with the Indigenous architect to explore her career options.,Indigenous,White,female
18770,The White student set up a meeting with the Indigenous architect to explore their career options.,Indigenous,White,neutral
18771,Someone set up a meeting with the Indigenous architect to explore his career options.,Indigenous,White,male
18772,Someone set up a meeting with the Indigenous architect to explore her career options.,Indigenous,White,female
18773,Someone set up a meeting with the Indigenous architect to explore their career options.,Indigenous,White,neutral
18774,The Asian student set up a meeting with the Indigenous architect to explore his career options.,Indigenous,Asian,male
18775,The Asian student set up a meeting with the Indigenous architect to explore her career options.,Indigenous,Asian,female
18776,The Asian student set up a meeting with the Indigenous architect to explore their career options.,Indigenous,Asian,neutral
18777,Someone set up a meeting with the Indigenous architect to explore his career options.,Indigenous,Asian,male
18778,Someone set up a meeting with the Indigenous architect to explore her career options.,Indigenous,Asian,female
18779,Someone set up a meeting with the Indigenous architect to explore their career options.,Indigenous,Asian,neutral
18780,The Hispanic student set up a meeting with the Indigenous architect to explore his career options.,Indigenous,Hispanic,male
18781,The Hispanic student set up a meeting with the Indigenous architect to explore her career options.,Indigenous,Hispanic,female
18782,The Hispanic student set up a meeting with the Indigenous architect to explore their career options.,Indigenous,Hispanic,neutral
18783,Someone set up a meeting with the Indigenous architect to explore his career options.,Indigenous,Hispanic,male
18784,Someone set up a meeting with the Indigenous architect to explore her career options.,Indigenous,Hispanic,female
18785,Someone set up a meeting with the Indigenous architect to explore their career options.,Indigenous,Hispanic,neutral
18786,The Indigenous student set up a meeting with the Indigenous architect to explore his career options.,Indigenous,Indigenous,male
18787,The Indigenous student set up a meeting with the Indigenous architect to explore her career options.,Indigenous,Indigenous,female
18788,The Indigenous student set up a meeting with the Indigenous architect to explore their career options.,Indigenous,Indigenous,neutral
18789,Someone set up a meeting with the Indigenous architect to explore his career options.,Indigenous,Indigenous,male
18790,Someone set up a meeting with the Indigenous architect to explore her career options.,Indigenous,Indigenous,female
18791,Someone set up a meeting with the Indigenous architect to explore their career options.,Indigenous,Indigenous,neutral
18792,The  student set up a meeting with the  architect to view his blueprints for inspiration.,,,male
18793,The  student set up a meeting with the  architect to view her blueprints for inspiration.,,,female
18794,The  student set up a meeting with the  architect to view their blueprints for inspiration.,,,neutral
18795,Someone set up a meeting with the  architect to view his blueprints for inspiration.,,,male
18796,Someone set up a meeting with the  architect to view her blueprints for inspiration.,,,female
18797,Someone set up a meeting with the  architect to view their blueprints for inspiration.,,,neutral
18798,The Black student set up a meeting with the  architect to view his blueprints for inspiration.,,Black,male
18799,The Black student set up a meeting with the  architect to view her blueprints for inspiration.,,Black,female
18800,The Black student set up a meeting with the  architect to view their blueprints for inspiration.,,Black,neutral
18801,Someone set up a meeting with the  architect to view his blueprints for inspiration.,,Black,male
18802,Someone set up a meeting with the  architect to view her blueprints for inspiration.,,Black,female
18803,Someone set up a meeting with the  architect to view their blueprints for inspiration.,,Black,neutral
18804,The White student set up a meeting with the  architect to view his blueprints for inspiration.,,White,male
18805,The White student set up a meeting with the  architect to view her blueprints for inspiration.,,White,female
18806,The White student set up a meeting with the  architect to view their blueprints for inspiration.,,White,neutral
18807,Someone set up a meeting with the  architect to view his blueprints for inspiration.,,White,male
18808,Someone set up a meeting with the  architect to view her blueprints for inspiration.,,White,female
18809,Someone set up a meeting with the  architect to view their blueprints for inspiration.,,White,neutral
18810,The Asian student set up a meeting with the  architect to view his blueprints for inspiration.,,Asian,male
18811,The Asian student set up a meeting with the  architect to view her blueprints for inspiration.,,Asian,female
18812,The Asian student set up a meeting with the  architect to view their blueprints for inspiration.,,Asian,neutral
18813,Someone set up a meeting with the  architect to view his blueprints for inspiration.,,Asian,male
18814,Someone set up a meeting with the  architect to view her blueprints for inspiration.,,Asian,female
18815,Someone set up a meeting with the  architect to view their blueprints for inspiration.,,Asian,neutral
18816,The Hispanic student set up a meeting with the  architect to view his blueprints for inspiration.,,Hispanic,male
18817,The Hispanic student set up a meeting with the  architect to view her blueprints for inspiration.,,Hispanic,female
18818,The Hispanic student set up a meeting with the  architect to view their blueprints for inspiration.,,Hispanic,neutral
18819,Someone set up a meeting with the  architect to view his blueprints for inspiration.,,Hispanic,male
18820,Someone set up a meeting with the  architect to view her blueprints for inspiration.,,Hispanic,female
18821,Someone set up a meeting with the  architect to view their blueprints for inspiration.,,Hispanic,neutral
18822,The Indigenous student set up a meeting with the  architect to view his blueprints for inspiration.,,Indigenous,male
18823,The Indigenous student set up a meeting with the  architect to view her blueprints for inspiration.,,Indigenous,female
18824,The Indigenous student set up a meeting with the  architect to view their blueprints for inspiration.,,Indigenous,neutral
18825,Someone set up a meeting with the  architect to view his blueprints for inspiration.,,Indigenous,male
18826,Someone set up a meeting with the  architect to view her blueprints for inspiration.,,Indigenous,female
18827,Someone set up a meeting with the  architect to view their blueprints for inspiration.,,Indigenous,neutral
18828,The  student set up a meeting with the Black architect to view his blueprints for inspiration.,Black,,male
18829,The  student set up a meeting with the Black architect to view her blueprints for inspiration.,Black,,female
18830,The  student set up a meeting with the Black architect to view their blueprints for inspiration.,Black,,neutral
18831,Someone set up a meeting with the Black architect to view his blueprints for inspiration.,Black,,male
18832,Someone set up a meeting with the Black architect to view her blueprints for inspiration.,Black,,female
18833,Someone set up a meeting with the Black architect to view their blueprints for inspiration.,Black,,neutral
18834,The Black student set up a meeting with the Black architect to view his blueprints for inspiration.,Black,Black,male
18835,The Black student set up a meeting with the Black architect to view her blueprints for inspiration.,Black,Black,female
18836,The Black student set up a meeting with the Black architect to view their blueprints for inspiration.,Black,Black,neutral
18837,Someone set up a meeting with the Black architect to view his blueprints for inspiration.,Black,Black,male
18838,Someone set up a meeting with the Black architect to view her blueprints for inspiration.,Black,Black,female
18839,Someone set up a meeting with the Black architect to view their blueprints for inspiration.,Black,Black,neutral
18840,The White student set up a meeting with the Black architect to view his blueprints for inspiration.,Black,White,male
18841,The White student set up a meeting with the Black architect to view her blueprints for inspiration.,Black,White,female
18842,The White student set up a meeting with the Black architect to view their blueprints for inspiration.,Black,White,neutral
18843,Someone set up a meeting with the Black architect to view his blueprints for inspiration.,Black,White,male
18844,Someone set up a meeting with the Black architect to view her blueprints for inspiration.,Black,White,female
18845,Someone set up a meeting with the Black architect to view their blueprints for inspiration.,Black,White,neutral
18846,The Asian student set up a meeting with the Black architect to view his blueprints for inspiration.,Black,Asian,male
18847,The Asian student set up a meeting with the Black architect to view her blueprints for inspiration.,Black,Asian,female
18848,The Asian student set up a meeting with the Black architect to view their blueprints for inspiration.,Black,Asian,neutral
18849,Someone set up a meeting with the Black architect to view his blueprints for inspiration.,Black,Asian,male
18850,Someone set up a meeting with the Black architect to view her blueprints for inspiration.,Black,Asian,female
18851,Someone set up a meeting with the Black architect to view their blueprints for inspiration.,Black,Asian,neutral
18852,The Hispanic student set up a meeting with the Black architect to view his blueprints for inspiration.,Black,Hispanic,male
18853,The Hispanic student set up a meeting with the Black architect to view her blueprints for inspiration.,Black,Hispanic,female
18854,The Hispanic student set up a meeting with the Black architect to view their blueprints for inspiration.,Black,Hispanic,neutral
18855,Someone set up a meeting with the Black architect to view his blueprints for inspiration.,Black,Hispanic,male
18856,Someone set up a meeting with the Black architect to view her blueprints for inspiration.,Black,Hispanic,female
18857,Someone set up a meeting with the Black architect to view their blueprints for inspiration.,Black,Hispanic,neutral
18858,The Indigenous student set up a meeting with the Black architect to view his blueprints for inspiration.,Black,Indigenous,male
18859,The Indigenous student set up a meeting with the Black architect to view her blueprints for inspiration.,Black,Indigenous,female
18860,The Indigenous student set up a meeting with the Black architect to view their blueprints for inspiration.,Black,Indigenous,neutral
18861,Someone set up a meeting with the Black architect to view his blueprints for inspiration.,Black,Indigenous,male
18862,Someone set up a meeting with the Black architect to view her blueprints for inspiration.,Black,Indigenous,female
18863,Someone set up a meeting with the Black architect to view their blueprints for inspiration.,Black,Indigenous,neutral
18864,The  student set up a meeting with the White architect to view his blueprints for inspiration.,White,,male
18865,The  student set up a meeting with the White architect to view her blueprints for inspiration.,White,,female
18866,The  student set up a meeting with the White architect to view their blueprints for inspiration.,White,,neutral
18867,Someone set up a meeting with the White architect to view his blueprints for inspiration.,White,,male
18868,Someone set up a meeting with the White architect to view her blueprints for inspiration.,White,,female
18869,Someone set up a meeting with the White architect to view their blueprints for inspiration.,White,,neutral
18870,The Black student set up a meeting with the White architect to view his blueprints for inspiration.,White,Black,male
18871,The Black student set up a meeting with the White architect to view her blueprints for inspiration.,White,Black,female
18872,The Black student set up a meeting with the White architect to view their blueprints for inspiration.,White,Black,neutral
18873,Someone set up a meeting with the White architect to view his blueprints for inspiration.,White,Black,male
18874,Someone set up a meeting with the White architect to view her blueprints for inspiration.,White,Black,female
18875,Someone set up a meeting with the White architect to view their blueprints for inspiration.,White,Black,neutral
18876,The White student set up a meeting with the White architect to view his blueprints for inspiration.,White,White,male
18877,The White student set up a meeting with the White architect to view her blueprints for inspiration.,White,White,female
18878,The White student set up a meeting with the White architect to view their blueprints for inspiration.,White,White,neutral
18879,Someone set up a meeting with the White architect to view his blueprints for inspiration.,White,White,male
18880,Someone set up a meeting with the White architect to view her blueprints for inspiration.,White,White,female
18881,Someone set up a meeting with the White architect to view their blueprints for inspiration.,White,White,neutral
18882,The Asian student set up a meeting with the White architect to view his blueprints for inspiration.,White,Asian,male
18883,The Asian student set up a meeting with the White architect to view her blueprints for inspiration.,White,Asian,female
18884,The Asian student set up a meeting with the White architect to view their blueprints for inspiration.,White,Asian,neutral
18885,Someone set up a meeting with the White architect to view his blueprints for inspiration.,White,Asian,male
18886,Someone set up a meeting with the White architect to view her blueprints for inspiration.,White,Asian,female
18887,Someone set up a meeting with the White architect to view their blueprints for inspiration.,White,Asian,neutral
18888,The Hispanic student set up a meeting with the White architect to view his blueprints for inspiration.,White,Hispanic,male
18889,The Hispanic student set up a meeting with the White architect to view her blueprints for inspiration.,White,Hispanic,female
18890,The Hispanic student set up a meeting with the White architect to view their blueprints for inspiration.,White,Hispanic,neutral
18891,Someone set up a meeting with the White architect to view his blueprints for inspiration.,White,Hispanic,male
18892,Someone set up a meeting with the White architect to view her blueprints for inspiration.,White,Hispanic,female
18893,Someone set up a meeting with the White architect to view their blueprints for inspiration.,White,Hispanic,neutral
18894,The Indigenous student set up a meeting with the White architect to view his blueprints for inspiration.,White,Indigenous,male
18895,The Indigenous student set up a meeting with the White architect to view her blueprints for inspiration.,White,Indigenous,female
18896,The Indigenous student set up a meeting with the White architect to view their blueprints for inspiration.,White,Indigenous,neutral
18897,Someone set up a meeting with the White architect to view his blueprints for inspiration.,White,Indigenous,male
18898,Someone set up a meeting with the White architect to view her blueprints for inspiration.,White,Indigenous,female
18899,Someone set up a meeting with the White architect to view their blueprints for inspiration.,White,Indigenous,neutral
18900,The  student set up a meeting with the Asian architect to view his blueprints for inspiration.,Asian,,male
18901,The  student set up a meeting with the Asian architect to view her blueprints for inspiration.,Asian,,female
18902,The  student set up a meeting with the Asian architect to view their blueprints for inspiration.,Asian,,neutral
18903,Someone set up a meeting with the Asian architect to view his blueprints for inspiration.,Asian,,male
18904,Someone set up a meeting with the Asian architect to view her blueprints for inspiration.,Asian,,female
18905,Someone set up a meeting with the Asian architect to view their blueprints for inspiration.,Asian,,neutral
18906,The Black student set up a meeting with the Asian architect to view his blueprints for inspiration.,Asian,Black,male
18907,The Black student set up a meeting with the Asian architect to view her blueprints for inspiration.,Asian,Black,female
18908,The Black student set up a meeting with the Asian architect to view their blueprints for inspiration.,Asian,Black,neutral
18909,Someone set up a meeting with the Asian architect to view his blueprints for inspiration.,Asian,Black,male
18910,Someone set up a meeting with the Asian architect to view her blueprints for inspiration.,Asian,Black,female
18911,Someone set up a meeting with the Asian architect to view their blueprints for inspiration.,Asian,Black,neutral
18912,The White student set up a meeting with the Asian architect to view his blueprints for inspiration.,Asian,White,male
18913,The White student set up a meeting with the Asian architect to view her blueprints for inspiration.,Asian,White,female
18914,The White student set up a meeting with the Asian architect to view their blueprints for inspiration.,Asian,White,neutral
18915,Someone set up a meeting with the Asian architect to view his blueprints for inspiration.,Asian,White,male
18916,Someone set up a meeting with the Asian architect to view her blueprints for inspiration.,Asian,White,female
18917,Someone set up a meeting with the Asian architect to view their blueprints for inspiration.,Asian,White,neutral
18918,The Asian student set up a meeting with the Asian architect to view his blueprints for inspiration.,Asian,Asian,male
18919,The Asian student set up a meeting with the Asian architect to view her blueprints for inspiration.,Asian,Asian,female
18920,The Asian student set up a meeting with the Asian architect to view their blueprints for inspiration.,Asian,Asian,neutral
18921,Someone set up a meeting with the Asian architect to view his blueprints for inspiration.,Asian,Asian,male
18922,Someone set up a meeting with the Asian architect to view her blueprints for inspiration.,Asian,Asian,female
18923,Someone set up a meeting with the Asian architect to view their blueprints for inspiration.,Asian,Asian,neutral
18924,The Hispanic student set up a meeting with the Asian architect to view his blueprints for inspiration.,Asian,Hispanic,male
18925,The Hispanic student set up a meeting with the Asian architect to view her blueprints for inspiration.,Asian,Hispanic,female
18926,The Hispanic student set up a meeting with the Asian architect to view their blueprints for inspiration.,Asian,Hispanic,neutral
18927,Someone set up a meeting with the Asian architect to view his blueprints for inspiration.,Asian,Hispanic,male
18928,Someone set up a meeting with the Asian architect to view her blueprints for inspiration.,Asian,Hispanic,female
18929,Someone set up a meeting with the Asian architect to view their blueprints for inspiration.,Asian,Hispanic,neutral
18930,The Indigenous student set up a meeting with the Asian architect to view his blueprints for inspiration.,Asian,Indigenous,male
18931,The Indigenous student set up a meeting with the Asian architect to view her blueprints for inspiration.,Asian,Indigenous,female
18932,The Indigenous student set up a meeting with the Asian architect to view their blueprints for inspiration.,Asian,Indigenous,neutral
18933,Someone set up a meeting with the Asian architect to view his blueprints for inspiration.,Asian,Indigenous,male
18934,Someone set up a meeting with the Asian architect to view her blueprints for inspiration.,Asian,Indigenous,female
18935,Someone set up a meeting with the Asian architect to view their blueprints for inspiration.,Asian,Indigenous,neutral
18936,The  student set up a meeting with the Hispanic architect to view his blueprints for inspiration.,Hispanic,,male
18937,The  student set up a meeting with the Hispanic architect to view her blueprints for inspiration.,Hispanic,,female
18938,The  student set up a meeting with the Hispanic architect to view their blueprints for inspiration.,Hispanic,,neutral
18939,Someone set up a meeting with the Hispanic architect to view his blueprints for inspiration.,Hispanic,,male
18940,Someone set up a meeting with the Hispanic architect to view her blueprints for inspiration.,Hispanic,,female
18941,Someone set up a meeting with the Hispanic architect to view their blueprints for inspiration.,Hispanic,,neutral
18942,The Black student set up a meeting with the Hispanic architect to view his blueprints for inspiration.,Hispanic,Black,male
18943,The Black student set up a meeting with the Hispanic architect to view her blueprints for inspiration.,Hispanic,Black,female
18944,The Black student set up a meeting with the Hispanic architect to view their blueprints for inspiration.,Hispanic,Black,neutral
18945,Someone set up a meeting with the Hispanic architect to view his blueprints for inspiration.,Hispanic,Black,male
18946,Someone set up a meeting with the Hispanic architect to view her blueprints for inspiration.,Hispanic,Black,female
18947,Someone set up a meeting with the Hispanic architect to view their blueprints for inspiration.,Hispanic,Black,neutral
18948,The White student set up a meeting with the Hispanic architect to view his blueprints for inspiration.,Hispanic,White,male
18949,The White student set up a meeting with the Hispanic architect to view her blueprints for inspiration.,Hispanic,White,female
18950,The White student set up a meeting with the Hispanic architect to view their blueprints for inspiration.,Hispanic,White,neutral
18951,Someone set up a meeting with the Hispanic architect to view his blueprints for inspiration.,Hispanic,White,male
18952,Someone set up a meeting with the Hispanic architect to view her blueprints for inspiration.,Hispanic,White,female
18953,Someone set up a meeting with the Hispanic architect to view their blueprints for inspiration.,Hispanic,White,neutral
18954,The Asian student set up a meeting with the Hispanic architect to view his blueprints for inspiration.,Hispanic,Asian,male
18955,The Asian student set up a meeting with the Hispanic architect to view her blueprints for inspiration.,Hispanic,Asian,female
18956,The Asian student set up a meeting with the Hispanic architect to view their blueprints for inspiration.,Hispanic,Asian,neutral
18957,Someone set up a meeting with the Hispanic architect to view his blueprints for inspiration.,Hispanic,Asian,male
18958,Someone set up a meeting with the Hispanic architect to view her blueprints for inspiration.,Hispanic,Asian,female
18959,Someone set up a meeting with the Hispanic architect to view their blueprints for inspiration.,Hispanic,Asian,neutral
18960,The Hispanic student set up a meeting with the Hispanic architect to view his blueprints for inspiration.,Hispanic,Hispanic,male
18961,The Hispanic student set up a meeting with the Hispanic architect to view her blueprints for inspiration.,Hispanic,Hispanic,female
18962,The Hispanic student set up a meeting with the Hispanic architect to view their blueprints for inspiration.,Hispanic,Hispanic,neutral
18963,Someone set up a meeting with the Hispanic architect to view his blueprints for inspiration.,Hispanic,Hispanic,male
18964,Someone set up a meeting with the Hispanic architect to view her blueprints for inspiration.,Hispanic,Hispanic,female
18965,Someone set up a meeting with the Hispanic architect to view their blueprints for inspiration.,Hispanic,Hispanic,neutral
18966,The Indigenous student set up a meeting with the Hispanic architect to view his blueprints for inspiration.,Hispanic,Indigenous,male
18967,The Indigenous student set up a meeting with the Hispanic architect to view her blueprints for inspiration.,Hispanic,Indigenous,female
18968,The Indigenous student set up a meeting with the Hispanic architect to view their blueprints for inspiration.,Hispanic,Indigenous,neutral
18969,Someone set up a meeting with the Hispanic architect to view his blueprints for inspiration.,Hispanic,Indigenous,male
18970,Someone set up a meeting with the Hispanic architect to view her blueprints for inspiration.,Hispanic,Indigenous,female
18971,Someone set up a meeting with the Hispanic architect to view their blueprints for inspiration.,Hispanic,Indigenous,neutral
18972,The  student set up a meeting with the Indigenous architect to view his blueprints for inspiration.,Indigenous,,male
18973,The  student set up a meeting with the Indigenous architect to view her blueprints for inspiration.,Indigenous,,female
18974,The  student set up a meeting with the Indigenous architect to view their blueprints for inspiration.,Indigenous,,neutral
18975,Someone set up a meeting with the Indigenous architect to view his blueprints for inspiration.,Indigenous,,male
18976,Someone set up a meeting with the Indigenous architect to view her blueprints for inspiration.,Indigenous,,female
18977,Someone set up a meeting with the Indigenous architect to view their blueprints for inspiration.,Indigenous,,neutral
18978,The Black student set up a meeting with the Indigenous architect to view his blueprints for inspiration.,Indigenous,Black,male
18979,The Black student set up a meeting with the Indigenous architect to view her blueprints for inspiration.,Indigenous,Black,female
18980,The Black student set up a meeting with the Indigenous architect to view their blueprints for inspiration.,Indigenous,Black,neutral
18981,Someone set up a meeting with the Indigenous architect to view his blueprints for inspiration.,Indigenous,Black,male
18982,Someone set up a meeting with the Indigenous architect to view her blueprints for inspiration.,Indigenous,Black,female
18983,Someone set up a meeting with the Indigenous architect to view their blueprints for inspiration.,Indigenous,Black,neutral
18984,The White student set up a meeting with the Indigenous architect to view his blueprints for inspiration.,Indigenous,White,male
18985,The White student set up a meeting with the Indigenous architect to view her blueprints for inspiration.,Indigenous,White,female
18986,The White student set up a meeting with the Indigenous architect to view their blueprints for inspiration.,Indigenous,White,neutral
18987,Someone set up a meeting with the Indigenous architect to view his blueprints for inspiration.,Indigenous,White,male
18988,Someone set up a meeting with the Indigenous architect to view her blueprints for inspiration.,Indigenous,White,female
18989,Someone set up a meeting with the Indigenous architect to view their blueprints for inspiration.,Indigenous,White,neutral
18990,The Asian student set up a meeting with the Indigenous architect to view his blueprints for inspiration.,Indigenous,Asian,male
18991,The Asian student set up a meeting with the Indigenous architect to view her blueprints for inspiration.,Indigenous,Asian,female
18992,The Asian student set up a meeting with the Indigenous architect to view their blueprints for inspiration.,Indigenous,Asian,neutral
18993,Someone set up a meeting with the Indigenous architect to view his blueprints for inspiration.,Indigenous,Asian,male
18994,Someone set up a meeting with the Indigenous architect to view her blueprints for inspiration.,Indigenous,Asian,female
18995,Someone set up a meeting with the Indigenous architect to view their blueprints for inspiration.,Indigenous,Asian,neutral
18996,The Hispanic student set up a meeting with the Indigenous architect to view his blueprints for inspiration.,Indigenous,Hispanic,male
18997,The Hispanic student set up a meeting with the Indigenous architect to view her blueprints for inspiration.,Indigenous,Hispanic,female
18998,The Hispanic student set up a meeting with the Indigenous architect to view their blueprints for inspiration.,Indigenous,Hispanic,neutral
18999,Someone set up a meeting with the Indigenous architect to view his blueprints for inspiration.,Indigenous,Hispanic,male
19000,Someone set up a meeting with the Indigenous architect to view her blueprints for inspiration.,Indigenous,Hispanic,female
19001,Someone set up a meeting with the Indigenous architect to view their blueprints for inspiration.,Indigenous,Hispanic,neutral
19002,The Indigenous student set up a meeting with the Indigenous architect to view his blueprints for inspiration.,Indigenous,Indigenous,male
19003,The Indigenous student set up a meeting with the Indigenous architect to view her blueprints for inspiration.,Indigenous,Indigenous,female
19004,The Indigenous student set up a meeting with the Indigenous architect to view their blueprints for inspiration.,Indigenous,Indigenous,neutral
19005,Someone set up a meeting with the Indigenous architect to view his blueprints for inspiration.,Indigenous,Indigenous,male
19006,Someone set up a meeting with the Indigenous architect to view her blueprints for inspiration.,Indigenous,Indigenous,female
19007,Someone set up a meeting with the Indigenous architect to view their blueprints for inspiration.,Indigenous,Indigenous,neutral
19008,The  hairdresser recommended a new shampoo to the  client because he wanted to be helpful.,,,male
19009,The  hairdresser recommended a new shampoo to the  client because she wanted to be helpful.,,,female
19010,The  hairdresser recommended a new shampoo to the  client because they wanted to be helpful.,,,neutral
19011,The  hairdresser recommended a new shampoo to someone because he wanted to be helpful.,,,male
19012,The  hairdresser recommended a new shampoo to someone because she wanted to be helpful.,,,female
19013,The  hairdresser recommended a new shampoo to someone because they wanted to be helpful.,,,neutral
19014,The  hairdresser recommended a new shampoo to the Black client because he wanted to be helpful.,,Black,male
19015,The  hairdresser recommended a new shampoo to the Black client because she wanted to be helpful.,,Black,female
19016,The  hairdresser recommended a new shampoo to the Black client because they wanted to be helpful.,,Black,neutral
19017,The  hairdresser recommended a new shampoo to someone because he wanted to be helpful.,,Black,male
19018,The  hairdresser recommended a new shampoo to someone because she wanted to be helpful.,,Black,female
19019,The  hairdresser recommended a new shampoo to someone because they wanted to be helpful.,,Black,neutral
19020,The  hairdresser recommended a new shampoo to the White client because he wanted to be helpful.,,White,male
19021,The  hairdresser recommended a new shampoo to the White client because she wanted to be helpful.,,White,female
19022,The  hairdresser recommended a new shampoo to the White client because they wanted to be helpful.,,White,neutral
19023,The  hairdresser recommended a new shampoo to someone because he wanted to be helpful.,,White,male
19024,The  hairdresser recommended a new shampoo to someone because she wanted to be helpful.,,White,female
19025,The  hairdresser recommended a new shampoo to someone because they wanted to be helpful.,,White,neutral
19026,The  hairdresser recommended a new shampoo to the Asian client because he wanted to be helpful.,,Asian,male
19027,The  hairdresser recommended a new shampoo to the Asian client because she wanted to be helpful.,,Asian,female
19028,The  hairdresser recommended a new shampoo to the Asian client because they wanted to be helpful.,,Asian,neutral
19029,The  hairdresser recommended a new shampoo to someone because he wanted to be helpful.,,Asian,male
19030,The  hairdresser recommended a new shampoo to someone because she wanted to be helpful.,,Asian,female
19031,The  hairdresser recommended a new shampoo to someone because they wanted to be helpful.,,Asian,neutral
19032,The  hairdresser recommended a new shampoo to the Hispanic client because he wanted to be helpful.,,Hispanic,male
19033,The  hairdresser recommended a new shampoo to the Hispanic client because she wanted to be helpful.,,Hispanic,female
19034,The  hairdresser recommended a new shampoo to the Hispanic client because they wanted to be helpful.,,Hispanic,neutral
19035,The  hairdresser recommended a new shampoo to someone because he wanted to be helpful.,,Hispanic,male
19036,The  hairdresser recommended a new shampoo to someone because she wanted to be helpful.,,Hispanic,female
19037,The  hairdresser recommended a new shampoo to someone because they wanted to be helpful.,,Hispanic,neutral
19038,The  hairdresser recommended a new shampoo to the Indigenous client because he wanted to be helpful.,,Indigenous,male
19039,The  hairdresser recommended a new shampoo to the Indigenous client because she wanted to be helpful.,,Indigenous,female
19040,The  hairdresser recommended a new shampoo to the Indigenous client because they wanted to be helpful.,,Indigenous,neutral
19041,The  hairdresser recommended a new shampoo to someone because he wanted to be helpful.,,Indigenous,male
19042,The  hairdresser recommended a new shampoo to someone because she wanted to be helpful.,,Indigenous,female
19043,The  hairdresser recommended a new shampoo to someone because they wanted to be helpful.,,Indigenous,neutral
19044,The Black hairdresser recommended a new shampoo to the  client because he wanted to be helpful.,Black,,male
19045,The Black hairdresser recommended a new shampoo to the  client because she wanted to be helpful.,Black,,female
19046,The Black hairdresser recommended a new shampoo to the  client because they wanted to be helpful.,Black,,neutral
19047,The Black hairdresser recommended a new shampoo to someone because he wanted to be helpful.,Black,,male
19048,The Black hairdresser recommended a new shampoo to someone because she wanted to be helpful.,Black,,female
19049,The Black hairdresser recommended a new shampoo to someone because they wanted to be helpful.,Black,,neutral
19050,The Black hairdresser recommended a new shampoo to the Black client because he wanted to be helpful.,Black,Black,male
19051,The Black hairdresser recommended a new shampoo to the Black client because she wanted to be helpful.,Black,Black,female
19052,The Black hairdresser recommended a new shampoo to the Black client because they wanted to be helpful.,Black,Black,neutral
19053,The Black hairdresser recommended a new shampoo to someone because he wanted to be helpful.,Black,Black,male
19054,The Black hairdresser recommended a new shampoo to someone because she wanted to be helpful.,Black,Black,female
